mmyyyy;mm_yyyy;yyyy.mm;classificacao;fonte;rubrica;descricao;valores_mes;valores_ano;valores_orcados;num_caract_classif;raiz;;;;
062017;06.2017;2017-06-01;1321019917;7;1870;JUROS BANC OP FINANCEIRAS BID;151447.65;1046283.56;728000;10;;;;;
062017;06.2017;2017-06-01;1321019918;5;1133;JUROS BANC OP FINANCEIRAS MINISTERIO DAS CIDADES;1487.08;1487.08;0;10;;;;;
062017;06.2017;2017-06-01;1321019919;2;1113;JUROS BANC OP FINANCEIRAS PAC;0;0;0;10;;;;;
062017;06.2017;2017-06-01;1321019920;2;2995;JUROS BANC OP FINANCEIRAS CONV ESTADUAIS EMENDA PARLAMENTAR PAVIMENTA CAO DE RUAS;315.74;2311.36;0;10;;;;;
062017;06.2017;2017-06-01;1321019921;5;1557;JUROS BANC OP FINANCEIRAS CONVENIOS FEDERAIS;0;854.54;0;10;;;;;
062017;06.2017;2017-06-01;1321019922;7;1114;JUROS BANC OP FINANCEIRAS PAC 2;3636.82;28199.19;0;10;;;;;
062017;06.2017;2017-06-01;1321019923;6;1115;JUROS BANC OP FINANCEIRAS FUNDICAD SAUDE;0;0;0;10;;;;;
062017;06.2017;2017-06-01;1321019924;5;1917;JUROS BANC OP FINANCEIRAS PROGRAMA MINHA CASA MINHA VIDA;138.82;1055.05;0;10;;;;;
062017;06.2017;2017-06-01;1321019925;6;1116;JUROS BANC OP FINANCEIRAS FUNDICAD EDUCACAO;7.42;1552.92;0;10;;;;;
062017;06.2017;2017-06-01;1321019926;5;1558;JUROS BANC OP FINANCEIRAS BAOBA VIVER COM RA CA;0;0;0;10;;;;;
062017;06.2017;2017-06-01;1321019927;5;1559;JUROS BANC OP FINANCEIRAS CONSTRU CAO DE QUADRA ESPORTIVA BUQUIRINHA;897.06;3580.11;0;10;;;;;
062017;06.2017;2017-06-01;1321019928;5;1560;JUROS BANC OP FINANCEIRAS RESTAURA CAO VICENTINA ARANHA;22.96;640.21;0;10;;;;;
062017;06.2017;2017-06-01;1321019929;5;1561;JUROS BANC OP FINANCEIRAS CONVENIO RESTAURA CAO FLORESTAL FNMA;223.54;569.55;0;10;;;;;
062017;06.2017;2017-06-01;1321019930;2;1563;JUROS BANC OP FINANCEIRAS CONV ESTADUAIS BANCO DO POVO PAULISTA;7.9;11.36;0;10;;;;;
062017;06.2017;2017-06-01;1321020100;1;1066;JUROS BANC OP FINANCEIRAS RECURSOS PROPRIOS;1136799.38;6561481.75;7178000;10;;;;;
062017;06.2017;2017-06-01;1321020200;1;1112;JUROS BANC OP FINANCEIRAS SABESP;206775.24;1510853.55;2000000;10;;;;;
062017;06.2017;2017-06-01;1321020300;1;1117;JUROS BANC OP FINANCEIRA DEPOSITOS JUDICIAIS;86268.28;520574.43;1000000;10;;;;;
062017;06.2017;2017-06-01;1321020400;1;1118;JUROS BANC OP FINANCEIRAS ABIM;24883.72;278328.8;1500000;10;;;;;
062017;06.2017;2017-06-01;1322000000;;;DIVIDENDOS;6294.28;17590.72;1000;10;;;;;
062017;06.2017;2017-06-01;1322000000;1;1058;DIVIDENDOS;6294.28;17590.72;1000;10;;;;;
062017;06.2017;2017-06-01;1330000000;;;RECEITA DE CONCESSOES E PERMISSOES;0;0;10000;10;;;;;
062017;06.2017;2017-06-01;1333000000;;;RECEITA DE CONCESSOES E PERMISSOES E DIREITOS DE USO DE BENS PUBLICOS;0;0;10000;10;;;;;
062017;06.2017;2017-06-01;1333010100;1;1057;RECEITA COM UTILIZA CAO DO CENTRO DA JUVENTUDE FUAD CURY;0;0;10000;10;;;;;
062017;06.2017;2017-06-01;1700000000;;;TRANSFERENCIAS CORRENTES;106999351.2;780140832.8;1551979000;10;1000000000;;;;
062017;06.2017;2017-06-01;1720000000;;;TRANSFERENCIAS INTERGOVERNAMENTAIS;104468854.6;770374730.4;1528783000;10;;;;;
062017;06.2017;2017-06-01;1721000000;;;TRANSFERENCIAS DA UNIAO;20752695.49;128202230.5;269629000;10;;;;;
062017;06.2017;2017-06-01;1721010202;1;1163;COTA PARTE FUNDO DE PARTICIPACAO DOS MUNICIPIOS FPM;5255585.41;32009417.23;58739000;10;;;;;
062017;06.2017;2017-06-01;1721010203;1;2962;COTA PARTE DO FUNDO DE PARTICIPACAO DOS MUNICIPIOS FPM EC 55 2007;0;0;2657000;10;;;;;
062017;06.2017;2017-06-01;1721010204;1;2961;COTA PARTE DO FUNDO DE PARTICIPA CAO DOS MUNICIPIOS FPM EC 84 2014;0;0;2657000;10;;;;;
062017;06.2017;2017-06-01;1721010500;1;1198;COTA PARTE IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL ITR;2294.47;16043.24;218000;10;;;;;
062017;06.2017;2017-06-01;1721221100;1;1171;COMPENSA CAO FINANCEIRA POR UTILIZACAO RECURSOS HIDRICOS CFH;0;86032.22;158000;10;;;;;
062017;06.2017;2017-06-01;1721223000;1;1201;COTA PARTE ROYALTIES PETROLEO;680146.1;3871611.37;5762000;10;;;;;
062017;06.2017;2017-06-01;1721330100;5;1406;SUS GESTAO PLENA SIH;8779238.51;54287924.99;110164000;10;;;;;
062017;06.2017;2017-06-01;1721330200;5;1420;SUS PABA PISO BASICO AMPLIADA;1408189.93;9203407.6;22134000;10;;;;;
062017;06.2017;2017-06-01;1721330300;5;1350;SUS EPIDEMOLOGIA E CONTROLE DE DOEN CAS TFVS;-92680.48;1251599.51;5200000;10;;;;;
062017;06.2017;2017-06-01;1721330400;5;1341;AIDS DST;304307.52;304307.52;609000;10;;;;;
062017;06.2017;2017-06-01;1721330700;5;1376;SUS AQUISICAO DE MEDICAMENTOS;270672.3;1624033.8;3248000;10;;;;;
062017;06.2017;2017-06-01;1721330800;5;1377;GESTAO SUS INCENTIVOS DE QUALIFICACAO DOS CAPS E PROGRAMA DE ALIMENTACAO E NUTRICAO;0;0;67000;10;;;;;
062017;06.2017;2017-06-01;1721340100;5;2180;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;147921.07;1228466.36;7221000;10;;;;;
062017;06.2017;2017-06-01;1721350100;5;1260;FNDE QUOTA MUNICIPAL SALARIO EDUCA CAO;2810208.6;18961811.47;35943000;10;;;;;
062017;06.2017;2017-06-01;1721350301;5;2731;PNAE PRE ESCOLA;190369.4;761477.6;1970000;10;;;;;
062017;06.2017;2017-06-01;1721350302;5;2732;PNAE AEE;7409.4;29637.6;100000;10;;;;;
062017;06.2017;2017-06-01;1721350303;5;2733;PNAE CRECHE;247341.2;989364.8;2404000;10;;;;;
062017;06.2017;2017-06-01;1721350304;5;2734;PNAE ENSINO FUNDAMENTAL;333649.2;1290165;3112000;10;;;;;
062017;06.2017;2017-06-01;1721350305;5;2735;PNAE EJA;14259.2;57036.8;144000;10;;;;;
062017;06.2017;2017-06-01;1721350306;5;2736;PNAE ENSINO MEDIO;8969;35876;136000;10;;;;;
062017;06.2017;2017-06-01;1721350400;5;2740;FNDE PROGRAMA NACIONAL DE APOIO AO TRANSPORTE ESCOLAR PNATE;57971.08;231884.32;566000;10;;;;;
062017;06.2017;2017-06-01;1721359901;5;2300;FNDE OUTROS RECURSOS FUNDO NACIONAL DESENVOLVIMENTO EDUCACAO;0;0;0;10;;;;;
062017;06.2017;2017-06-01;1721359902;5;1332;FNDE PROGRAMA DINHEIRO DIRETO NA ESCOLA PDDE;0;0;0;10;;;;;
062017;06.2017;2017-06-01;1721359903;5;1451;FNDE BRASIL CARINHOSO MANUTEN CAO DE NOVAS TURMAS DE EDUCA CAO INFANTIL;0;0;634000;10;;;;;
062017;06.2017;2017-06-01;1721359904;5;1457;FNDE BRASIL CARINHOSO ALUNOS BOLSA FAMILIA;0;0;1672000;10;;;;;
062017;06.2017;2017-06-01;1721360001;1;1490;TRANSFERENCIA FINANCEIRA DO ICMS DESONERA CAO LC Nº 87 96 LEI KANDIR;326415.37;1958492.22;4109000;10;;;;;
062017;06.2017;2017-06-01;1721990101;1;2275;COTA PARTE IMPOSTO UNICO SOBRE MINERAIS PAIS CFM;428.21;3640.87;5000;10;;;;;
062017;06.2017;2017-06-01;1721990102;1;1940;AUXILIO FINANCEIRO PARA FOMENTO EXPORTACOES FEX;0;0;0;10;;;;;
062017;06.2017;2017-06-01;1721990104;1;2971;AUXILIO FINANCEIRO AOS MUNICIPIOS MP 624 2013;0;0;0;10;;;;;
062017;06.2017;2017-06-01;1722000000;;;TRANSFERENCIAS DOS ESTADOS;66000664.13;512478167.1;1005927000;10;;;;;
062017;06.2017;2017-06-01;1722010100;1;1236;COTA PARTE ICMS;60973886.78;404765608.4;862263000;10;;;;;
062017;06.2017;2017-06-01;1722010200;1;1287;IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES IPVA;4429320.83;103747251.5;135237000;10;;;;;
062017;06.2017;2017-06-01;1722010400;1;1252;COTA PARTE IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS IPI EXPORTA CAO LC 61 89;455760.12;2750430.33;6382000;10;;;;;
062017;06.2017;2017-06-01;1722011300;1;1840;CONTRIBUICOES DE INTERVENCAO NO DOMINIO ECONOMICO CIDE;0;364698.52;344000;10;;;;;
062017;06.2017;2017-06-01;1722330100;2;2983;SUS PAB FUNDO A FUNDO ESTADUAL;0;0;0;10;;;;;
062017;06.2017;2017-06-01;1722990100;2;2311;FEAS PROTECAO SOCIAL BÁSICA ESPECIAL DE MEDIA E ALTA COMPLEXIDADE;141696.4;850178.33;1701000;10;;;;;
062017;06.2017;2017-06-01;1724000000;;;TRANSFERENCIAS MULTIGOVERNAMENTAIS;17715494.97;129694332.8;253227000;10;;;;;
062017;06.2017;2017-06-01;1724010100;2;1321;FUNDEB FPM;1583235.55;9642778.5;17427000;10;;;;;
062017;06.2017;2017-06-01;1724010200;2;1322;FUNDEB ITR;2629.63;29498.88;323000;10;;;;;
062017;06.2017;2017-06-01;1724010300;2;1323;FUNDEB LEI KANDIR LEI 87 96;77958.67;467752.02;994000;10;;;;;
062017;06.2017;2017-06-01;1724010400;2;1324;FUNDEB ICMS;14639911.31;97189442.88;203750000;10;;;;;
062017;06.2017;2017-06-01;1724010500;2;1325;FUNDEB IPI;107608.84;652703.73;1615000;10;;;;;
062017;06.2017;2017-06-01;1724010600;2;1326;FUNDEB IPVA;806488.42;19113568.93;23666000;10;;;;;
062017;06.2017;2017-06-01;1724010700;2;1327;FUNDEB ITCMD;384043.97;1906704.04;1251000;10;;;;;
062017;06.2017;2017-06-01;1724010800;2;1328;FUNDEB FPE;113618.58;691883.85;4201000;10;;;;;
062017;06.2017;2017-06-01;1760000000;;;TRANSFERENCIAS DE CONVENIOS;2530496.59;9766102.34;23196000;10;;;;;
062017;06.2017;2017-06-01;1761000000;;;TRANSFERENCIAS CONVENIOS DA UNIAO E DE SUAS ENTIDADES;0;45215.79;3638000;10;;;;;
062017;06.2017;2017-06-01;1761990100;5;1172;PROGRAMA MINHA CASA MINHA VIDA;0;45215.79;2200000;10;;;;;
062017;06.2017;2017-06-01;1761990200;5;3001;RESTAURA CAO FLORESTAL DE ÁREAS DE PRESERVA CAO PERMANENTE;0;0;1438000;10;;;;;
062017;06.2017;2017-06-01;1761990700;5;1173;SECRETARIA DE POLITICAS DE PROMO CAO DA IGUALDADE RACIAL PROJETO BAOBÁ PROGRAMA VIVER COM RA CA;0;0;0;10;;;;;
062017;06.2017;2017-06-01;1762000000;;;TRANSFERENCIAS DOS ESTADOS E DE SUAS ENTIDADES;2530496.59;9720886.55;19112000;10;;;;;
062017;06.2017;2017-06-01;1762010100;2;1414;SUS MUNICIPALIZACAO;969188.59;2065761.18;3855000;10;;;;;
062017;06.2017;2017-06-01;1762020200;2;1460;PROGRAMA AUXILIO TRANSPORTE ESCOLAR ZONA RURAL DRE;1457000;7285000;15057000;10;;;;;
062017;06.2017;2017-06-01;1762990100;2;2310;CONVENIO SECRETARIA DE ESTADO DA ASSISTENCIA E DESENVOLVIMENTO SOCIAL SEADS;0;0;0;10;;;;;
062017;06.2017;2017-06-01;1762990300;2;1391;FUNDO ESTADUAL DE RECURSOS HIDRICOS  FEHIDRO  OBRAS;104308;104308;0;10;;;;;
062017;06.2017;2017-06-01;1762990600;2;2247;CONVENIO COM A FUNDA CAO DE PROTECAO E DEFESA DO CONSUMIDOR;0;265817.37;200000;10;;;;;
062017;06.2017;2017-06-01;1762990700;2;2249;CONVENIO FUNDO SOCIAL SOLIDARIEDADE DO ESTADO SAO PAULO;0;0;0;10;;;;;
062017;06.2017;2017-06-01;1764000000;;;TRANSFERENCIAS DE CONVENIOS DE INSTITUI COES PRIVADAS;0;0;446000;10;;;;;
062017;06.2017;2017-06-01;1764000100;6;2965;CONVENIO AGEVAP ASSOCIA CAO PRO GESTAO DAS ÁGUAS DA BACIA HIDROGRÁFICA DO RIO PARAIBA DO SUL;0;0;446000;10;;;;;
062017;06.2017;2017-06-01;1900000000;;;OUTRAS RECEITAS CORRENTES;7582486.3;45211484.1;95606000;10;1000000000;;;;
062017;06.2017;2017-06-01;1910000000;;;MULTAS E JUROS DE MORA;2881286.23;16082332.37;32586000;10;;;;;
062017;06.2017;2017-06-01;1911000000;;;MULTAS E JUROS DE MORA DOS TRIBUTOS;136741.46;223924.71;688000;10;;;;;
062017;06.2017;2017-06-01;1911380000;1;1620;MULTAS E JUROS DE MORA DO IMP S PROP TERR URBANA IPTU;21597.38;95204.3;529000;10;;;;;
062017;06.2017;2017-06-01;1911390000;1;1650;MULTAS E JUROS DE MORA DO ITBI;0;19.4;1000;10;;;;;
062017;06.2017;2017-06-01;1911400000;1;1630;MULTAS E JUROS DE MORA DO IMP S SERVICOS ISS;108825.15;113175.61;80000;10;;;;;
062017;06.2017;2017-06-01;1911980000;1;1640;MULTAS E JUROS DE MORA DAS CONTR MELHORIAS;78.01;878.1;10000;10;;;;;
062017;06.2017;2017-06-01;1911990100;1;1660;MULTAS E JUROS DE MORA DE TAXAS;6240.92;14647.3;68000;10;;;;;
062017;06.2017;2017-06-01;1912000000;;;MULTAS E JUROS DE MORA DAS CONTRIBUI COES;0;0;10000;10;;;;;
062017;06.2017;2017-06-01;1912000100;3;3002;MULTAS E JUROS DE MORA DE CONTRIBUI CAO PARA CUSTEIO DO SERVI CO DE ILUMINA CAO PUBLICA TERRITORIAL;0;0;5000;10;;;;;
062017;06.2017;2017-06-01;1912000200;3;3003;MULTAS E JUROS DE MORA DE CONTRIBUI CAO PARA CUSTEIO DO SERVI CO DE ILUMINA CAO PUBLICA PREDIAL;0;0;5000;10;;;;;
062017;06.2017;2017-06-01;1913000000;;;MULTAS E JUROS DE MORA DA DIVIDA ATIVA DOS TRIBUTOS;1233451.35;7486682.98;11711000;10;;;;;
062017;06.2017;2017-06-01;1913110000;1;1670;MULTAS E JUROS DE MORA DA DIVIDA ATIVA DO IMP S PROP TERR URBANA IPTU;499091.43;2934125.03;4012000;10;;;;;
062017;06.2017;2017-06-01;1913130000;1;1680;MULTAS E JUROS DE MORA DA DIVIDA ATIVA DO IMP S SERVICOS ISS;360558.37;2100487.59;4738000;10;;;;;
062017;06.2017;2017-06-01;1913990000;1;1690;MULTAS E JUROS DE MORA DA DIVIDA ATIVA DE OUTROS TRIBUTOS;373801.55;2452070.36;2961000;10;;;;;
062017;06.2017;2017-06-01;1914000000;;;MULTAS E JUROS DE MORA DA DIVIDA ATIVA DAS CONTRIBUI COES;0;0;10000;10;;;;;
062017;06.2017;2017-06-01;1914000100;3;3004;MULTAS E JUROS DE MORA DA DIVIDA ATIVA DE CONTRIBUI CAO PARA CUSTEIO DO SERVI CO DE ILUMINA CAO PUBLICA TERRITORIAL;0;0;5000;10;;;;;
062017;06.2017;2017-06-01;1914000200;3;3005;MULTAS E JUROS DE MORA DA DIVIDA ATIVA DE CONTRIBUI CAO PARA CUSTEIO DO SERVI CO DE ILUMINA CAO PUBLICA PREDIAL;0;0;5000;10;;;;;
062017;06.2017;2017-06-01;1919000000;;;MULTAS DE OUTRAS ORIGENS;1511093.42;8371724.68;20167000;10;;;;;
062017;06.2017;2017-06-01;1919150100;3;2127;MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO;1480929.12;7983090.4;17938000;10;;;;;
062017;06.2017;2017-06-01;1919150200;3;2750;MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO PARCELAMENTO;5366.75;22360.58;91000;10;;;;;
062017;06.2017;2017-06-01;1919500100;1;2011;MULTAS POR AUTO DE INFRACAO RECURSOS PROPRIOS;12128.22;217532.2;752000;10;;;;;
062017;06.2017;2017-06-01;1919500200;1;2046;MULTAS POR AUTO DE INFRACAO FMS;0;0;422000;10;;;;;
062017;06.2017;2017-06-01;1919500300;1;2070;MULTAS POR AUTO DE INFRACAO VIGILANCIA SANITARIA;12502.31;131344.59;264000;10;;;;;
062017;06.2017;2017-06-01;1919500400;1;2071;MULTAS DE LAN CAMENTO DE OFICIO;0;0;0;10;;;;;
062017;06.2017;2017-06-01;1919500500;1;2072;MULTAS POR AUTO DE INFRA CAO COMBATE A DENGUE;167.02;17396.91;700000;10;;;;;
062017;06.2017;2017-06-01;1920000000;;;INDENIZACOES E RESTITUICOES;1154616.96;5490312.91;0;10;;;;;
062017;06.2017;2017-06-01;1922000000;;;RESTITUI COES;1154616.96;5490312.91;0;10;;;;;
062017;06.2017;2017-06-01;1922070100;1;2170;ANULA CAO DE DESPESAS EXERCICIOS ANTERIORES;1154616.96;4095342.21;0;10;;;;;
062017;06.2017;2017-06-01;1922990100;1;2171;INDENIZACOES E RESTITUICOES;0;1394970.7;0;10;;;;;
062017;06.2017;2017-06-01;1930000000;;;RECEITA DA DIVIDA ATIVA;3019374.9;17894879.88;34888000;10;;;;;
062017;06.2017;2017-06-01;1931000000;;;RECEITA DA DIVIDA ATIVA TRIBUTARIA;3013846.4;17827402.31;34792000;10;;;;;
062017;06.2017;2017-06-01;1931110000;1;2410;DIVIDA ATIVA TRIBUTARIA IPTU;1837302.9;10705275.34;20032000;10;;;;;
062017;06.2017;2017-06-01;1931130000;1;2445;DIVIDA ATIVA TRIBUTARIA ISS;934794.96;5667126.6;13260000;10;;;;;
062017;06.2017;2017-06-01;1931990100;1;2461;DIVIDA ATIVA TRIBUTARIA OUTRAS;241748.54;1455000.37;1500000;10;;;;;
062017;06.2017;2017-06-01;1932000000;;;RECEITA DA DIVIDA ATIVA NAO TRIBUTARIA;5528.5;67477.57;96000;10;;;;;
062017;06.2017;2017-06-01;1932160100;3;3006;DIVIDA ATIVA DA CONTRIBUI CAO PARA CUSTEIO DO SERVI CO DE ILUMINA CAO PUBLICA TERRITORIAL;0;0;5000;10;;;;;
062017;06.2017;2017-06-01;1932160200;3;3007;DIVIDA ATIVA DA CONTRIBUI CAO PARA CUSTEIO DO SERVI CO DE ILUMINA CAO PUBLICA PREDIAL;0;0;5000;10;;;;;
062017;06.2017;2017-06-01;1932420100;3;2760; DIVIDA ATIVA NAO TRIBUTARIA MULTAS P LEGISLACAO DE TRANSITO;3213.55;42297.02;46000;10;;;;;
062017;06.2017;2017-06-01;1932420200;3;2770; DIVIDA ATIVA NAO TRIBUTARIA MULTAS P LEGISLACAO DE TRANSITO PARCELAMENTO;1946.72;23338.17;24000;10;;;;;
062017;06.2017;2017-06-01;1932990100;1;2062;RECEITA DA DIVIDA ATIVA NAO TRIBUTARIA MULTAS POR AUTO DE INFRACAO;368.23;1842.38;16000;10;;;;;
062017;06.2017;2017-06-01;1990000000;;;RECEITAS CORRENTES DIVERSAS;527208.21;5743958.94;28132000;10;;;;;
062017;06.2017;2017-06-01;1990990100;3;2194;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL FMAS;0;0;0;10;;;;;
062017;06.2017;2017-06-01;1990990200;3;2135;FUNDO DE APOIO AO DESPORTO NAO PROFISSIONAL FADENP;197111.64;1098178.12;5000000;10;;;;;
062017;06.2017;2017-06-01;1990990300;3;1580;FUNDO MUNICIPAL DE TURISMO;0;0;5000;10;;;;;
062017;06.2017;2017-06-01;1990990401;1;2089;DIVERSAS RENDAS RECURSOS PROPRIOS;90991.89;912540.46;1054000;10;;;;;
062017;06.2017;2017-06-01;1990990402;1;2097;DIVERSAS RENDAS FMS;3924.5;4979.5;66000;10;;;;;
062017;06.2017;2017-06-01;1990990500;3;2160;ZONA AZUL E OUTROS;96924.63;489516.66;850000;10;;;;;
062017;06.2017;2017-06-01;1990990600;3;2970;FUNDO SOCIAL DE SOLIDARIEDADE;0;0;27000;10;;;;;
062017;06.2017;2017-06-01;1990990700;3;1520;FUNDO MUNICIPAL ANTIDROGAS;0;0;10000;10;;;;;
062017;06.2017;2017-06-01;1990990900;1;2208;SABESP;0;1686359.98;10825000;10;;;;;
062017;06.2017;2017-06-01;1990991000;3;2348;FUNDO MUNICIPAL DE HABITACAO;35175.71;173373.85;75000;10;;;;;
062017;06.2017;2017-06-01;1990991100;3;2350;FUNDO MUNICIPAL DE PRESERVA CAO DO PATRIMONIO HISTORICO ARTISTICO PAISAGISTICO E CULTURAL;0;0;45000;10;;;;;
062017;06.2017;2017-06-01;1990991200;3;2987;FUNDO MUNICIPAL DO IDOSO;0;0;15000;10;;;;;
062017;06.2017;2017-06-01;1990991300;3;2988;FUNDO MUNICIPAL DE SERVICOS ECOSSISTEMICOS;0;8263.99;10000;10;;;;;
062017;06.2017;2017-06-01;1990991400;3;2989;FUNDO MUNICIPAL DE CONSERVA CAO AMBIENTAL;8002.1;138231.15;150000;10;;;;;
062017;06.2017;2017-06-01;1990991500;6;1239;CONVENIO FUNDICAD SAUDE;0;0;0;10;;;;;
062017;06.2017;2017-06-01;1990991600;6;1240;CONVENIO FUNDICAD EDUCA CAO;9613.62;57681.72;0;10;;;;;
062017;06.2017;2017-06-01;1990991700;1;2969;DEPOSITOS JUDICIAIS LEI 151 2015;85464.12;1174833.51;10000000;10;;;;;
062017;06.2017;2017-06-01;2000000000;;;RECEITAS DE CAPITAL;1011397.73;3950736.18;250981000;10;2000000000;;;;
062017;06.2017;2017-06-01;2100000000;;;OPERACOES DE CREDITO;0;401369.7;229811000;10;;;;;
062017;06.2017;2017-06-01;2110000000;;;OPERACOES DE CREDITO INTERNAS;0;401369.7;100000000;10;;;;;
062017;06.2017;2017-06-01;2114000000;;;OPERACOES DE CREDITO INTERNAS CONTRATUAIS;0;401369.7;100000000;10;;;;;
062017;06.2017;2017-06-01;2114030000;7;2232;OPERACOES DE CREDITO INTERNAS PROGRAMAS DE SANEAMENTO;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2114050000;7;2960;OPERA CAO DE CREDITO INT PMAT PROGRAMA DE MODERNIZA CAO ADMINISTRATIVA E TRIBUTARIA;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2114990100;7;2972;OPERA CAO DE CREDITO INT PROGRAMA DE INFRAESTRUTURA DE TRANSPORTE E DA MOBILIDADE URBANA BRT;0;0;100000000;10;;;;;
062017;06.2017;2017-06-01;2114990200;7;2973;OPERA CAO DE CREDITO INT PAVIMENTA CAO E QUALIFICA CAO DE VIAS URBANAS RUA LINDAURA AP F DE SOUZA PAC 2  PROGRAMA PRO TRANSPORTE ;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2114990300;7;2974;OPERA CAO DE CREDITO INT PAVIMENTA CAO E QUALIFICA CAO DE VIAS URBANAS AV JOAO BATISTA ORTIZ MONTEIRO PAC 2;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2114990400;7;2975;OPERA CAO DE CREDITO INT PAVIMENTA CAO E QUALIFICA CAO DE VIAS URBANAS BAIRRO POUSADA DO VALE PAC 2;0;401369.7;0;10;;;;;
062017;06.2017;2017-06-01;2114990500;7;2976;OPERA CAO DE CREDITO INT AFESP SISTEMA VIÁRIO DE ACESSO DO ESTÁDIO MARTINS PEREIRA;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2114990600;7;2977;OPERA CAO DE CREDITO INT AFESP AQUISI CAO DE EQUIPAMENTOS PARA O ESTÁDIO MARTINS PEREIRA;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2114990800;7;2237;OPERACOES DE CREDITO INTERNA PARA PROGRAMA DE FINANCIAMENTO DE INFRA ESTRUTURA MOBILIDADE URBANA;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2114990900;7;2242;OPERACOES DE CREDITO INTERNAS PARA PROGRAMA DE INTERVEN COES VIÁRIAS;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2120000000;;;OPERACOES DE CREDITO EXTERNAS;0;0;129811000;10;;;;;
062017;06.2017;2017-06-01;2123000000;;;OPERACOES DE CREDITOS EXTERNAS CONTRATUAIS;0;0;129811000;10;;;;;
062017;06.2017;2017-06-01;2123990100;7;2231;OPERACAO DE CREDITO EXTERNA BID;0;0;129811000;10;;;;;
062017;06.2017;2017-06-01;2200000000;;;ALIENACAO DE BENS;16852.01;71499.66;162000;10;;;;;
062017;06.2017;2017-06-01;2211990000;1;2381;ALIENACAO DE TITULOS MOBILIARIOS;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2219000000;1;2496;ALIENACAO DE OUTROS BENS MOVEIS;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2220000000;;;ALIENACAO DE BENS IMOVEIS;16852.01;71499.66;162000;10;;;;;
062017;06.2017;2017-06-01;2229000000;1;2380;ALIENACAO DE BENS IMOVEIS;16852.01;71499.66;162000;10;;;;;
062017;06.2017;2017-06-01;2229000000;;;ALIENACAO DE BENS IMOVEIS;16852.01;71499.66;162000;10;;;;;
062017;06.2017;2017-06-01;2400000000;;;TRANSFERENCIAS DE CAPITAL;994545.72;3477866.82;21008000;10;;;;;
062017;06.2017;2017-06-01;2420000000;;;TRANSFERENCIAS INTERGOVERNAMENTAIS;0;0;216000;10;;;;;
062017;06.2017;2017-06-01;2421020100;5;2986;FNDE QUOTA MUNICIPAL QESE;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2422000000;;;TRANSFERENCIAS DOS ESTADOS;0;0;216000;10;;;;;
062017;06.2017;2017-06-01;2422990100;2;2984;PROGRAMA QUALIS UBS ESTADO;0;0;216000;10;;;;;
062017;06.2017;2017-06-01;2422990200;2;2985;FEHIDRO OBRAS;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2470000000;;;TRANSFERENCIAS DE CONVENIOS;994545.72;3477866.82;20792000;10;;;;;
062017;06.2017;2017-06-01;2471000000;;;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;994545.72;3477866.82;20792000;10;;;;;
062017;06.2017;2017-06-01;2471010100;5;2119;AIDS DST;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2471010200;5;2660;SUS GESTAO PLENA SIH;35854.95;224546.32;0;10;;;;;
062017;06.2017;2017-06-01;2471010300;5;2670;SUS FAEC A COES ESTRATEGICAS;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2471010400;5;2680;SUS PABA PISO DE ATENCAO BASICO;97734.49;637642.92;0;10;;;;;
062017;06.2017;2017-06-01;2471010500;5;2690;SUS TETO FINANCEIRO DE VIGILANCIA EM SAUDE TFVS;67123.01;493496.34;0;10;;;;;
062017;06.2017;2017-06-01;2471010600;5;2691;GESTAO SUS INCENTIVOS DE QUALIFICA CAO DOS CAPS E PROGRAMA DE ALIMENTA CAO E NUTRI CAO;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2471010700;5;2692;FUNDO NACIONAL DE SAUDE SUS;387059;827910;1756000;10;;;;;
062017;06.2017;2017-06-01;2471020100;5;2207;AQUISI CAO DE A COES ARTICULADAS PAR FNDE AQUISI COES DE ONIBUS;0;0;0;10;;;;;
062017;06.2017;2017-06-01;2471990100;5;2950;FUNDO NACIONAL DE SEGURACA PUBLICA CONVENIO SENASP;0;0;0;10;;;;;
